timestamp,pm1,pm2_5,pm10,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,temperature,humidity,luxLevel,motion,battery,gpsLatitude,gpsLongitude,gpsAccuracy
2020-08-10 13:54:14.915000,1.8183892965316772,4.713775634765625,27.297361373901367,633,117,24,13,7,3,5,4,1,3,1,0,0,0,0,1,36.5,31.80000114440918,0.0,None,-21231.0,51.4918461,-0.1717153,17.0
2020-08-10 13:54:50.597000,0.17951303720474243,0.31598126888275146,3.4447543621063232,48,17,2,1,0,0,0,0,0,0,1,0,0,0,0,0,36.900001525878906,30.399999618530273,0.0,None,-29400.0,51.4913437,-0.1719156,16.0
2020-08-10 13:55:28.868000,2.5789289474487305,8.971598625183105,63.3231086730957,841,175,49,27,14,21,7,6,4,2,2,1,0,0,1,4,37.60000228881836,29.0,0.0,None,-30303.0,51.4910965,-0.1716038,17.0
2020-08-10 13:56:06.494000,2.764082431793213,7.915069580078125,46.75886917114258,781,221,36,19,16,7,7,6,2,4,1,1,1,0,0,1,37.79999923706055,28.899999618530273,0.0,None,-19482.0,51.4906839,-0.1711232,16.0
2020-08-10 13:56:42.185000,2.774956703186035,7.658905506134033,23.566925048828125,884,162,37,18,11,6,10,4,1,2,0,0,0,0,0,0,37.900001525878906,28.600000381469727,0.0,None,25150.0,51.4902499,-0.1707421,14.0
2020-08-10 13:57:17.863000,1.6880923509597778,2.8346922397613525,2.8680760860443115,15,427,5,0,0,0,0,0,0,0,0,0,0,0,0,0,37.900001525878906,28.899999618530273,0.0,None,16501.0,51.4899078,-0.1710739,17.0
2020-08-10 13:57:54.194000,11.009623527526855,19.909610748291016,49.43599319458008,719,3320,156,10,4,5,3,1,1,0,4,1,0,1,0,5,38.400001525878906,29.100000381469727,0.0,None,13551.0,51.4897374,-0.171801,18.0
2020-08-10 13:58:29.228000,2.4846489429473877,5.652001857757568,30.951824188232422,924,434,34,14,8,9,7,4,2,1,0,2,0,1,0,3,39.0,28.700000762939453,0.0,None,223.0,51.4899357,-0.1723053,15.0
2020-08-10 13:59:07.501000,0.7949467897415161,2.9322681427001953,57.622703552246094,425,39,12,5,4,9,6,5,2,0,1,1,0,0,1,9,39.29999923706055,29.100000381469727,0.0,None,-27888.0,51.4899586,-0.1719694,14.0
2020-08-10 13:59:43.184000,1.43739914894104,6.8958587646484375,93.4670181274414,424,82,34,13,18,10,12,9,2,5,2,4,0,1,1,5,39.20000076293945,27.5,0.0,None,-24143.0,51.4896441,-0.1708827,310.0
